Cell ID,EPCAM
DTC2_870014,0
DTC2_660669,0
DTC2_415573,0
DTC2_819710,1.5
DTC2_570041,0
DTC2_502201,0
DTC2_327107,0
DTC2_670974,0
DTC2_777834,0
DTC2_460772,0
DTC2_284585,0
DTC2_165076,6.37
DTC2_312835,0
DTC2_879941,0
DTC2_427876,0
DTC2_10354,0.74
DTC2_408407,0.81
DTC2_239476,0
DTC2_53179,0
DTC2_249114,0
DTC2_234114,0
DTC2_455189,0
DTC2_617176,0
DTC2_33506,0
DTC2_618055,0
DTC2_395448,0.77
DTC2_75134,2.23
DTC2_76011,0
DTC2_19966,0
DTC2_348483,3.84
DTC2_285907,0
DTC2_504951,0
DTC2_588853,2.48
DTC2_553823,0
DTC2_170230,0
DTC2_329183,0.76
DTC2_262095,0
DTC2_754295,0
DTC2_207006,0
DTC2_750495,1.89
DTC2_423314,3.68
DTC2_660876,0
DTC2_221229,1.62
DTC2_134353,0
DTC2_667965,0.82
DTC2_843785,0
DTC2_139634,0
DTC2_633926,0
DTC2_846173,0
DTC2_677376,5.18
DTC2_600844,4.48
DTC2_490171,0
DTC2_274660,0
DTC2_125502,0
DTC2_42859,0
DTC2_265620,0
DTC2_65578,2.23
DTC2_509112,0
DTC2_41716,0
DTC2_100720,0
DTC2_271309,7.79
DTC2_354962,0
DTC2_66132,0
DTC2_603664,0.75
DTC2_364683,0
DTC2_199089,0
DTC2_317027,0
DTC2_395287,0
DTC2_784180,0
DTC2_709294,1.64
DTC2_173253,0
DTC2_768189,0
DTC2_276198,0
DTC2_780639,2.54
DTC2_282041,0
DTC2_855230,0
DTC2_573311,0
DTC2_819548,0
DTC2_101228,4.52
DTC2_222235,0
DTC2_764013,0
DTC2_173158,0
DTC2_818069,2.98
DTC2_842918,0
DTC2_674275,0
DTC2_478084,0
DTC2_484961,0
DTC2_446127,0
DTC2_95729,0
DTC2_141154,0
DTC2_627928,0
DTC2_610554,0
DTC2_661156,0
DTC2_823089,3.03
DTC2_166622,0
DTC2_620497,0
DTC2_630663,0
DTC2_769197,0
DTC2_182975,0
DTC2_525686,0
DTC2_583151,0
DTC2_418076,0
DTC2_347753,5.2
DTC2_85698,0.75
DTC2_614411,0.82
DTC2_351951,0
DTC2_201767,1.48
DTC2_409463,0
DTC2_526030,0
DTC2_713478,0
DTC2_794449,0
DTC2_625849,5.31
DTC2_603504,0.92
DTC2_779926,0
DTC2_251953,0
DTC2_533038,0
DTC2_435272,6.68
DTC2_96138,1.51
DTC2_4602,0
DTC2_39283,3
DTC2_817180,1.54
DTC2_761339,0
DTC2_461223,0
DTC2_872643,0
DTC2_383227,0
DTC2_259337,0.9
DTC2_299660,0
DTC2_415416,0
DTC2_128425,0
DTC2_791892,0.98
DTC2_21436,0.88
DTC2_649376,0
DTC2_277813,1.44
DTC2_837894,0
DTC2_593201,3.1
DTC2_802965,0
DTC2_313506,0
DTC2_400390,0
DTC2_453190,5.95
DTC2_94174,0
DTC2_9245,0
DTC2_46154,0
DTC2_432598,0.78
DTC2_496444,0
DTC2_780680,0.86
DTC2_211575,5.27
DTC2_802594,5.34
DTC2_14876,0
DTC2_324081,0
DTC2_765236,0
DTC2_306041,1.55
DTC2_567843,0
DTC2_459937,0
DTC2_327596,0
DTC2_529663,0
DTC2_431782,0.82
DTC2_692682,0.86
DTC2_578396,0.8
DTC2_23583,0
DTC2_238138,0
DTC2_625096,0.76
DTC2_643485,0
DTC2_805562,0
DTC2_658422,0
DTC2_702044,0.76
DTC2_76524,0
DTC2_438315,0
DTC2_577356,2.36
DTC2_369974,0
DTC2_187635,0
DTC2_453610,0
DTC2_195586,0
DTC2_734864,0
DTC2_737887,0
DTC2_8430,0
DTC2_426901,0
DTC2_505323,0
DTC2_883801,0
DTC2_79571,0
DTC2_747274,2.25
DTC2_287894,0
DTC2_780072,0
DTC2_846841,0
DTC2_552875,0.96
DTC2_141271,0
DTC2_742348,3.77
DTC2_344069,0
DTC2_262484,0
DTC2_327886,0
DTC2_660178,0
DTC2_616312,0
DTC2_633984,0
DTC2_416215,0
DTC2_795626,0
DTC2_550144,0
DTC2_484997,0
DTC2_405068,0
DTC2_612723,0.86
DTC2_550021,0
DTC2_123820,1.08
DTC2_721607,0
DTC2_453166,0
DTC2_691123,0
DTC2_469242,0
DTC2_623695,0
DTC2_702672,2.37
DTC2_95846,0
DTC2_490764,0
DTC2_601995,3.22
DTC2_775227,0
DTC2_702656,0
DTC2_554338,3.12
DTC2_25531,1.53
DTC2_695840,0
DTC2_535162,0
DTC2_205088,2.31
DTC2_525597,0
DTC2_644611,0.82
DTC2_592803,0.82
DTC2_19052,0
DTC2_559466,0.83
DTC2_340574,0
DTC2_506583,3.29
DTC2_324410,0
DTC2_287980,0
DTC2_874834,0
DTC2_628805,0
DTC2_232404,0
DTC2_328098,0
DTC2_560872,0
DTC2_277464,0
DTC2_177310,0
DTC2_723750,0
DTC2_42186,0
DTC2_561813,0
DTC2_581881,3.3
DTC2_646572,0
DTC2_506068,0
DTC2_398261,4.6
DTC2_883247,0
DTC2_741487,0
DTC2_410275,0
DTC2_45046,0
DTC2_343300,0
DTC2_665775,0.91
DTC2_837630,0
DTC2_335674,0
DTC2_369684,0
DTC2_524623,0
DTC2_770183,0
DTC2_533568,0
DTC2_259075,1.63
DTC2_880744,0
DTC2_587916,1.64
DTC2_178952,0
DTC2_2489,2.35
DTC2_517439,0
DTC2_112177,0
DTC2_795141,0.88
DTC2_268951,0
DTC2_796138,0
DTC2_336577,0
DTC2_33571,0
DTC2_681062,0
DTC2_609098,0
DTC2_16527,0.91
DTC2_731310,0
DTC2_343173,1.63
DTC2_540457,0
DTC2_150852,0
DTC2_581318,1.73
DTC2_144188,0.8
DTC2_875089,0.8
DTC2_50954,0
DTC2_787083,0
DTC2_778113,1.67
DTC2_588076,0
DTC2_226135,0
DTC2_754472,0
DTC2_879921,0
DTC2_208199,0.86
DTC2_825618,0
DTC2_296614,0
DTC2_763949,0
DTC2_714835,0
DTC2_308538,0
DTC2_395597,0
DTC2_501047,0
DTC2_779681,0
DTC2_487093,0
DTC2_446126,2.42
DTC2_704323,0
DTC2_18182,0
DTC2_578956,1.64
DTC2_333930,0
DTC2_26876,0
DTC2_199227,0
DTC2_397094,3.95
DTC2_392442,0
DTC2_801144,0
DTC2_124301,0
DTC2_622328,0
DTC2_334892,1.64
DTC2_734444,3.9
DTC2_612615,0
DTC2_129716,0
DTC2_681785,0
DTC2_54119,0
DTC2_452033,0
DTC2_687747,0
DTC2_857067,0
DTC2_112140,1.61
DTC2_830142,4.39
DTC2_383781,8.87
DTC2_170036,0
DTC2_441813,0
DTC2_463728,0
DTC2_421813,0
DTC2_39344,0
DTC2_645959,0
DTC2_710616,0
DTC2_58616,0
DTC2_30172,0
DTC2_714785,0
DTC2_135476,0
DTC2_20135,0
DTC2_682426,0
DTC2_796779,0
DTC2_725408,0
DTC2_465306,0
DTC2_655319,0
DTC2_794122,0
DTC2_532238,0
DTC2_804529,0.94
DTC2_333711,0
DTC2_742417,0
DTC2_287541,2.45
DTC2_7804,0
DTC2_161169,1.7
DTC2_594091,2.38
DTC2_112090,1.6
DTC2_493552,0
DTC2_155583,0
DTC2_293605,0
DTC2_688374,0
DTC2_429739,0
DTC2_645734,0
DTC2_410868,0
DTC2_81038,3.49
DTC2_627298,0
DTC2_174616,0
DTC2_685825,0
DTC2_307317,0.84
DTC2_878643,1.64
DTC2_82551,0
DTC2_130209,0
DTC2_157611,0
DTC2_356284,0
DTC2_861047,0
DTC2_111920,0.85
DTC2_850056,0.83
DTC2_419729,0
DTC2_343753,0
DTC2_217045,3.48
DTC2_384043,0
DTC2_684076,0
DTC2_832631,0
DTC2_837363,0
DTC2_93142,0
DTC2_180692,0
DTC2_631900,0
DTC2_451529,0
DTC2_424996,0
DTC2_226044,0
DTC2_457378,0
DTC2_149974,0
DTC2_495496,0
DTC2_169620,0
DTC2_150556,1.64
DTC2_443217,0
DTC2_859248,0
DTC2_386245,0
DTC2_555974,0
DTC2_711427,0.85
DTC2_257249,2.06
DTC2_309985,0
DTC2_876384,0
DTC2_594285,0
DTC2_333875,0
DTC2_189114,0
DTC2_92791,0.83
DTC2_402977,0.85
DTC2_512098,0
DTC2_113675,0
DTC2_200551,1.64
DTC2_837289,3.26
DTC2_772625,0
DTC2_728685,0
DTC2_470619,3.35
DTC2_365828,0
DTC2_772043,0
DTC2_807657,0.98
DTC2_683984,0
DTC2_676128,0.9
DTC2_175821,0
DTC2_71093,0
DTC2_714505,0
DTC2_663961,0
DTC2_160317,0
DTC2_81287,0
DTC2_402723,0
DTC2_461273,0
DTC2_199161,8.35
DTC2_794219,1.64
DTC2_641440,0
DTC2_217813,0
DTC2_25196,0
DTC2_561938,4.28
DTC2_126884,0
DTC2_82402,0
DTC2_82248,0
DTC2_609298,0
DTC2_433653,0
DTC2_55430,0
DTC2_555396,0
DTC2_146872,1.76
DTC2_335009,0
DTC2_178278,0
DTC2_566485,0
DTC2_632884,0
DTC2_628364,2.51
DTC2_473090,0.91
DTC2_684278,0
DTC2_42105,0
DTC2_155668,0.86
DTC2_493678,0.9
DTC2_702988,0
DTC2_841965,0
DTC2_332524,0
DTC2_803024,0
DTC2_720575,2.53
DTC2_13595,0
DTC2_294015,0
DTC2_177223,0
DTC2_493445,1.66
DTC2_101062,0.83
DTC2_224257,3.32
DTC2_262331,0.9
DTC2_183423,1.93
DTC2_299849,0
DTC2_240808,0
DTC2_264163,0
DTC2_868763,0
DTC2_258707,5.26
DTC2_172127,0
DTC2_466279,0
DTC2_133275,0
DTC2_831360,0
DTC2_414935,0
DTC2_804183,0
DTC2_469938,2.77
DTC2_781407,0
DTC2_740559,0
DTC2_494014,0
DTC2_439051,0
DTC2_665790,0
DTC2_356468,0
DTC2_833255,0
DTC2_695049,0.94
DTC2_533299,4.23
DTC2_565872,1.76
DTC2_646374,0
DTC2_387512,0.86
DTC2_37935,0
DTC2_679318,7
DTC2_547326,0
DTC2_142665,0
DTC2_701791,0
DTC2_132559,0
DTC2_792660,0
DTC2_459566,3.46
DTC2_370362,1.06
DTC2_114074,0
DTC2_541100,0
DTC2_149359,0
DTC2_2353,0
DTC2_762451,0
DTC2_344209,0
DTC2_159150,0
DTC2_218047,0
DTC2_810584,0
DTC2_85826,0
DTC2_450104,0
DTC2_54049,0
DTC2_144076,0
DTC2_46873,0
DTC2_194980,1.72
DTC2_591802,0
DTC2_399719,0.94
DTC2_160914,0
DTC2_118028,0
DTC2_392285,0
DTC2_816436,0
DTC2_474670,0
DTC2_371176,0
DTC2_586506,0
DTC2_505390,0
DTC2_837827,1.65
DTC2_719962,0
DTC2_85141,0
DTC2_204762,0
DTC2_184841,0
DTC2_192079,0
DTC2_188097,0
DTC2_599709,1.74
DTC2_274748,3.42
DTC2_721169,0
DTC2_494901,0
DTC2_412351,0
DTC2_875633,0
DTC2_857344,0
DTC2_808255,0
DTC2_223509,0
DTC2_351726,2.56
DTC2_150585,0
DTC2_609171,0
DTC2_841000,0
DTC2_275629,0
DTC2_462504,0
DTC2_91686,0
DTC2_527703,0
DTC2_868721,2.6
DTC2_398291,1.7
DTC2_88724,0
DTC2_403117,0
DTC2_276306,0
DTC2_363226,0
DTC2_695131,0
DTC2_246182,0.98
DTC2_863146,0
DTC2_323462,0.91
DTC2_362969,0
DTC2_653991,0
DTC2_523152,2.63
DTC2_551664,1.92
DTC2_871180,0.89
DTC2_532526,0
DTC2_146043,2.62
DTC2_58,0
DTC2_658125,0
DTC2_417178,0.92
DTC2_4067,1.71
DTC2_541375,0
DTC2_758504,0
DTC2_666028,1.83
DTC2_329299,0
DTC2_216428,0
DTC2_126695,0
DTC2_39936,0
DTC2_7219,0
DTC2_708711,0
DTC2_517355,0
DTC2_381339,0.9
DTC2_156739,0
DTC2_58204,0
DTC2_377663,0
DTC2_873547,0
DTC2_393376,0.96
DTC2_404473,1.94
DTC2_830620,0
DTC2_345597,1
DTC2_81218,0.96
DTC2_436636,0
DTC2_154538,0
DTC2_592857,0
DTC2_491889,0
DTC2_354337,0
DTC2_246746,0
DTC2_806492,0
DTC2_777315,0
DTC2_69216,2.74
DTC2_339086,0
DTC2_628858,3.49
DTC2_209387,0.91
DTC2_187839,0
DTC2_855340,7.1
DTC2_795272,0.95
DTC2_280760,0
DTC2_610304,2.71
DTC2_726768,0
DTC2_390015,0
DTC2_118981,1.76
DTC2_312216,2.02
DTC2_226255,0
DTC2_299683,0
DTC2_566322,1.87
DTC2_144337,0
DTC2_321254,1.09
DTC2_544780,0
DTC2_771648,2.69
DTC2_823278,0
DTC2_855728,4.41
DTC2_652526,2.64
DTC2_165839,0
DTC2_28216,0
DTC2_446086,0
DTC2_275716,0
DTC2_599121,0
DTC2_85663,1.99
DTC2_335337,0
DTC2_830226,0
DTC2_595678,0
DTC2_712941,0
DTC2_122880,0.95
DTC2_585520,0
DTC2_6879,0
DTC2_428709,0
DTC2_36447,0
DTC2_124240,0
DTC2_611009,0
DTC2_101471,0
DTC2_769837,0
DTC2_72456,0
DTC2_421699,0.93
DTC2_617001,1.84
DTC2_812060,0
DTC2_700445,0
DTC2_434516,0
DTC2_362400,0
DTC2_33144,2.84
DTC2_851934,0
DTC2_127244,0
DTC2_189950,0
DTC2_692382,0
DTC2_797250,0
DTC2_606582,0
DTC2_210996,0
DTC2_154541,1.86
DTC2_423730,0
DTC2_701352,1.83
DTC2_818564,0.91
DTC2_857194,0
DTC2_357164,0
DTC2_861319,0
DTC2_68039,1.92
DTC2_840693,0
DTC2_249789,0
DTC2_725810,0.99
DTC2_77724,0
DTC2_764871,0
DTC2_149873,0
DTC2_277185,0
DTC2_492530,0
DTC2_168704,0
DTC2_518442,0
DTC2_827268,0
DTC2_391915,0
DTC2_769423,0
DTC2_500819,0
DTC2_520298,0
DTC2_622240,0
DTC2_601867,0
DTC2_217783,0
DTC2_648407,0
DTC2_308131,0
DTC2_749635,0
DTC2_357675,0
DTC2_714485,0
DTC2_783612,0
DTC2_183333,0
DTC2_539198,0
DTC2_560916,0
DTC2_511365,0
DTC2_588192,0
DTC2_372648,0
DTC2_158548,0
DTC2_287599,0
DTC2_816366,0
DTC2_669453,0
DTC2_153280,2.72
DTC2_849019,0
DTC2_447125,3.75
DTC2_61479,0
DTC2_40386,0
DTC2_153925,0.95
DTC2_407357,0
DTC2_464632,0
DTC2_637972,0
DTC2_567208,0
DTC2_517300,0
DTC2_411913,0
DTC2_225233,3.93
DTC2_48157,0
DTC2_873725,0
DTC2_179027,0.99
DTC2_664543,0
DTC2_30350,0
DTC2_579631,6.58
DTC2_833933,0
DTC2_275148,0
DTC2_73681,0
DTC2_830342,1.81
DTC2_731631,0
DTC2_390684,2.03
DTC2_198695,1.02
DTC2_193199,3.52
DTC2_518012,4.5
DTC2_824509,0
DTC2_307567,0
DTC2_303591,0
DTC2_581216,2.72
DTC2_316443,0
DTC2_602775,0
DTC2_46793,0
DTC2_379918,0
DTC2_241772,1.06
DTC2_526138,1.86
DTC2_462766,0
DTC2_585233,1.98
DTC2_399154,0
DTC2_849453,0
DTC2_797230,0
DTC2_145001,2.8
DTC2_548967,2.89
DTC2_526359,0
DTC2_849548,0
DTC2_136078,0
DTC2_670140,0
DTC2_56876,0
DTC2_28058,0
DTC2_737792,0
DTC2_471235,0
DTC2_492665,0
DTC2_162906,0
DTC2_629910,0
DTC2_614621,3.77
DTC2_661025,0
DTC2_65656,0
DTC2_401264,2.04
DTC2_641572,0
DTC2_360672,0
DTC2_571464,0
DTC2_409384,0
DTC2_425579,0.95
DTC2_468518,1.2
DTC2_244490,0
DTC2_867197,3.79
DTC2_649451,0
DTC2_385666,0
DTC2_226817,0
DTC2_472629,1.89
DTC2_168559,0
DTC2_118533,0
DTC2_730146,0
DTC2_45043,2.8
DTC2_121283,0
DTC2_6041,0
DTC2_480096,0
DTC2_596001,0
DTC2_365233,0
DTC2_466178,4.98
DTC2_815850,0
DTC2_501864,3.92
DTC2_438639,0.97
DTC2_660032,1.94
DTC2_546715,0
DTC2_337531,0
DTC2_271665,1.1
DTC2_241765,0
DTC2_867040,1.86
DTC2_309415,0
DTC2_837699,0
DTC2_747226,0
DTC2_455807,0
DTC2_778408,0
DTC2_824885,0
DTC2_748591,4.12
DTC2_868501,0
DTC2_591356,0
DTC2_851495,0
DTC2_182473,1.96
DTC2_159718,0
DTC2_331764,0
DTC2_236302,1.05
DTC2_350926,0
DTC2_569038,0
DTC2_477269,0
DTC2_249872,1.06
DTC2_216128,0
DTC2_551953,0
DTC2_298539,0
DTC2_578914,0
DTC2_526239,3.8
DTC2_38914,0.98
DTC2_414781,0
DTC2_878662,0
DTC2_118240,0
DTC2_273822,0
DTC2_190483,0
DTC2_43966,0
DTC2_301602,1.1
DTC2_745495,0
DTC2_239916,0
DTC2_29324,0
DTC2_851958,0
DTC2_849765,0
DTC2_756514,0
DTC2_610487,0
DTC2_447675,0
DTC2_344721,0
DTC2_82045,0
DTC2_341231,0.93
DTC2_245381,0
DTC2_2993,0
DTC2_460388,0
DTC2_121830,4.79
DTC2_144601,0
DTC2_118860,0
DTC2_87353,2.07
DTC2_492134,1.03
DTC2_16015,0
DTC2_150541,0
DTC2_469929,0
DTC2_52559,0
DTC2_290056,3.01
DTC2_31504,0
DTC2_676229,0
DTC2_396588,0
DTC2_315158,3.84
DTC2_385981,0
DTC2_350704,0
DTC2_418613,0.94
DTC2_382626,0
DTC2_323864,0
DTC2_619022,0
DTC2_337518,3.07
DTC2_283289,0
DTC2_288126,0
DTC2_544138,0
DTC2_63921,0
DTC2_163200,0
DTC2_257800,0
DTC2_509751,0
DTC2_503950,2.16
DTC2_99355,0
DTC2_9382,2.89
DTC2_176814,0
DTC2_17810,0
DTC2_680356,0
DTC2_178204,2.97
DTC2_734318,0
DTC2_255650,0
DTC2_608144,0
DTC2_29556,0
DTC2_788514,0
DTC2_621314,0
DTC2_466841,0
DTC2_841315,0
DTC2_340816,1.94
DTC2_37272,0
DTC2_3556,0
DTC2_454503,0
DTC2_369559,4.88
DTC2_526956,0
DTC2_43943,0
DTC2_184316,0
DTC2_139912,0.99
DTC2_366111,2.96
DTC2_70879,0
DTC2_382463,0
DTC2_823748,1.17
DTC2_329291,1
DTC2_606996,1.11
DTC2_429650,3.95
DTC2_483244,2.15
DTC2_309380,0
DTC2_617708,1.08
DTC2_727762,0
DTC2_420308,1.95
DTC2_85593,0
DTC2_533954,0
DTC2_56269,0
DTC2_692951,0.99
DTC2_111073,0
DTC2_607955,0
DTC2_670675,0
DTC2_288280,4.9
DTC2_353624,0
DTC2_791412,1.95
DTC2_866205,0
DTC2_286326,0
DTC2_371029,0
DTC2_880419,1.05
DTC2_787992,0
DTC2_138572,0
DTC2_87477,3.07
DTC2_716545,0
DTC2_342093,3.08
DTC2_161109,0
DTC2_340202,0
DTC2_861876,2.03
DTC2_573727,6.01
DTC2_552225,0
DTC2_507009,0
DTC2_235443,0
DTC2_529025,0
DTC2_524028,2.96
DTC2_406151,0
DTC2_81475,0
DTC2_740352,0
DTC2_151902,0
DTC2_551059,0
DTC2_158878,0
DTC2_737077,0
DTC2_260426,3.05
DTC2_199324,0
DTC2_362660,3.05
DTC2_641916,2.14
DTC2_591345,0
DTC2_170012,0
DTC2_274909,0
DTC2_260452,1.12
DTC2_123108,2.97
DTC2_842762,0
DTC2_121093,0
DTC2_167982,0
DTC2_560313,3.11
DTC2_122514,0
DTC2_418141,0
DTC2_123592,0
DTC2_604331,0
DTC2_78718,0
DTC2_533829,4.57
DTC2_592274,0
DTC2_137775,0
DTC2_636085,0
DTC2_175911,0
DTC2_350102,0
DTC2_415513,0
DTC2_593210,0
DTC2_198918,2.02
DTC2_193874,1.11
DTC2_740427,0
DTC2_579279,1.99
DTC2_720063,3.08
DTC2_185626,0
DTC2_202017,0
DTC2_311025,0
DTC2_453689,0
DTC2_224859,0
DTC2_40040,0
DTC2_83865,0
DTC2_574075,0
DTC2_85322,0
DTC2_763548,0
DTC2_812537,0
DTC2_105639,0
DTC2_764021,0
DTC2_399017,0
DTC2_426522,0
DTC2_31243,0
DTC2_871411,0
DTC2_568876,0
DTC2_532308,0
DTC2_260909,0
DTC2_260014,0
DTC2_669513,0
DTC2_690300,0
DTC2_165951,0
DTC2_685293,0
DTC2_391726,0
DTC2_21101,0
DTC2_18177,5.93
DTC2_380520,0
DTC2_738208,2.04
DTC2_694797,0
DTC2_361050,5.07
DTC2_203797,1.17
DTC2_137172,0
DTC2_36562,0
DTC2_772350,0
DTC2_510638,11.07
DTC2_257196,0
DTC2_815012,0
DTC2_559826,0
DTC2_176087,0
DTC2_90758,0
DTC2_196882,0
DTC2_22961,0
DTC2_19506,0
DTC2_864546,0
DTC2_141292,0
DTC2_238658,0
DTC2_377812,0
DTC2_363943,2.1
DTC2_724757,0
DTC2_127477,0
DTC2_304940,0
DTC2_289225,2.45
DTC2_132867,0
DTC2_621795,0
DTC2_587855,0
DTC2_222064,0
DTC2_83344,0
DTC2_321401,4.17
DTC2_313391,0
DTC2_123337,0
DTC2_823503,0
DTC2_561654,1.16
DTC2_273858,0
DTC2_725835,0
DTC2_23703,0
DTC2_119821,0
DTC2_675517,1.07
DTC2_279425,0
DTC2_812883,0
DTC2_41283,0
DTC2_835855,5.28
DTC2_820327,0
DTC2_264236,0
DTC2_355466,0
DTC2_296219,2.26
DTC2_133825,0
DTC2_755260,2.12
DTC2_723388,0
DTC2_150386,0
DTC2_794119,0
DTC2_309784,0
DTC2_698516,4.23
DTC2_662213,3.3
DTC2_561319,0
DTC2_490874,0
DTC2_729792,0
DTC2_18159,0
DTC2_463531,0
DTC2_696696,0
DTC2_91130,0
DTC2_85542,0
DTC2_810894,0
DTC2_765427,0
DTC2_263587,5.29
DTC2_406457,0
DTC2_694262,0
DTC2_200631,0
DTC2_808769,3.3
DTC2_83233,0
DTC2_78247,0
DTC2_653497,0
DTC2_503699,3.16
DTC2_512157,0
DTC2_71681,0
DTC2_257664,0
DTC2_544965,0
DTC2_193788,0
DTC2_65704,0
DTC2_39117,7.7
DTC2_580287,1.07
DTC2_538873,0
DTC2_152423,0
DTC2_417792,1.09
DTC2_422571,3.2
DTC2_598951,0
DTC2_528736,0
DTC2_648705,1.08
DTC2_459450,0
DTC2_785365,0
DTC2_267992,0
DTC2_549302,1.2
DTC2_559237,1.08
DTC2_375858,1.06
DTC2_286227,4.46
DTC2_538135,0
DTC2_49087,1.17
DTC2_428337,0
DTC2_134806,0
DTC2_554974,3.19
DTC2_738182,0
DTC2_708402,0
DTC2_559365,0
DTC2_565015,3.1
DTC2_444809,0
DTC2_363236,0
DTC2_636167,0
DTC2_364928,0
DTC2_594842,0
DTC2_426709,0
DTC2_182437,0
DTC2_30415,0
DTC2_725684,0
DTC2_323776,0
DTC2_761816,0
DTC2_830535,0
DTC2_335458,0
DTC2_263744,0
DTC2_651698,0
DTC2_306882,0
DTC2_668782,2.12
DTC2_353301,0
DTC2_151259,0
DTC2_123172,4.46
DTC2_25286,0
DTC2_303352,0
DTC2_239813,0
DTC2_714006,0
DTC2_571068,1.18
DTC2_504563,0
DTC2_380849,0
DTC2_822072,2.32
DTC2_156710,0
DTC2_296991,0
DTC2_261926,0
DTC2_706765,0
DTC2_283202,0
DTC2_67911,0
DTC2_645543,0
DTC2_477415,0
DTC2_343047,0
DTC2_66105,5.43
DTC2_771989,0
DTC2_172135,0
DTC2_140607,1.16
DTC2_64118,0
DTC2_775178,3.39
DTC2_678746,1.25
DTC2_176313,0
DTC2_878070,1.23
DTC2_619233,0
DTC2_377327,0
DTC2_119993,0
DTC2_393204,0
DTC2_591304,0
DTC2_67922,0
DTC2_874313,0
DTC2_631137,0
DTC2_269344,0
DTC2_517740,0
DTC2_555915,0
DTC2_132634,1.24
DTC2_322792,0
DTC2_537289,0
DTC2_511419,0
DTC2_340453,0
DTC2_206331,0
DTC2_335170,0
DTC2_100908,1.25
DTC2_214133,0
DTC2_614609,5.52
DTC2_422596,0
DTC2_806542,0
DTC2_461767,0
DTC2_404722,1.21
DTC2_665270,0
DTC2_196704,1.26
DTC2_176502,0
DTC2_254563,2.21
DTC2_392962,0
DTC2_20900,0
DTC2_350398,0
DTC2_406346,0
DTC2_730600,4.51
DTC2_856950,0
DTC2_730178,5.54
DTC2_56643,0
DTC2_423269,0
DTC2_707996,0
DTC2_560561,0
DTC2_776086,2.26
DTC2_640507,6.92
DTC2_510403,0
DTC2_153416,0
DTC2_323295,0
DTC2_568984,0
DTC2_345365,0
DTC2_574903,0
DTC2_69416,0
DTC2_211947,4.44
DTC2_747034,1.24
DTC2_430753,0
DTC2_595853,0
DTC2_830608,0
DTC2_86655,0
DTC2_51529,2.22
DTC2_847730,0
DTC2_820004,0
DTC2_47091,0
DTC2_423659,1.25
DTC2_742225,0
DTC2_539907,0
DTC2_612016,0
DTC2_174965,0
DTC2_38409,0
DTC2_224709,0
DTC2_126172,0
DTC2_507255,0
DTC2_294411,0
DTC2_704457,0
DTC2_429519,0
DTC2_41423,0
DTC2_32947,0
DTC2_427866,0
DTC2_506035,0
DTC2_641870,2.28
DTC2_834407,0
DTC2_526032,3.42
DTC2_72592,2.34
DTC2_198870,0
DTC2_551342,0
DTC2_281648,0
DTC2_138191,0
DTC2_400397,0
DTC2_431200,0
DTC2_155654,0
DTC2_28951,0
DTC2_481601,0
DTC2_850757,0
DTC2_158942,0
DTC2_224477,0
DTC2_73861,3.56
DTC2_677528,0
DTC2_231891,0
DTC2_174940,0
DTC2_40226,0
DTC2_824497,0
DTC2_581601,0
DTC2_680906,0
DTC2_158183,1.14
DTC2_427650,5.82
DTC2_280837,0
DTC2_214956,0
DTC2_14462,0
DTC2_710492,1.13
DTC2_719036,0
DTC2_311450,0
DTC2_586397,7.76
DTC2_99768,0
DTC2_809734,0
DTC2_409891,0
DTC2_339221,4.56
DTC2_479909,1.22
DTC2_421993,0
DTC2_345117,4.87
DTC2_96366,0
DTC2_725711,1.15
DTC2_296084,0
DTC2_168679,0
DTC2_239309,0
DTC2_45599,0
DTC2_785993,0
DTC2_111585,0
DTC2_578335,2.35
DTC2_59826,1.22
DTC2_759767,1.26
DTC2_663400,0
DTC2_778984,0
DTC2_350017,0
DTC2_85032,0
DTC2_737975,0
DTC2_331502,0
DTC2_248313,9.2
DTC2_625967,0
DTC2_425686,0
DTC2_811677,0
DTC2_757678,0
DTC2_149675,5.79
DTC2_296422,1.25
DTC2_879018,0
DTC2_274914,0
DTC2_426071,0
DTC2_121405,1.13
DTC2_378415,0
DTC2_248644,0
DTC2_135408,0
DTC2_67787,3.5
DTC2_199023,0
DTC2_785740,3.57
DTC2_600906,0
DTC2_407226,0
DTC2_127987,3.57
DTC2_24813,0
DTC2_865083,0
DTC2_534586,0
DTC2_441208,1.19
DTC2_490977,1.24
DTC2_534842,0
DTC2_106805,0
DTC2_181348,0
DTC2_43615,1.17
DTC2_629161,0
DTC2_274564,0
DTC2_296657,0
DTC2_244028,0
DTC2_311311,0
DTC2_282784,0
DTC2_317259,0
DTC2_303963,1.19
DTC2_90728,6.4
DTC2_598864,0
DTC2_706391,0
DTC2_431650,0
DTC2_596635,2.32
DTC2_404849,5.93
DTC2_428595,0
DTC2_370596,0
DTC2_834809,1.25
DTC2_696602,4.68
DTC2_650032,0
DTC2_820614,0
DTC2_216132,0
DTC2_402513,0
DTC2_5199,0
DTC2_410933,5.74
DTC2_684712,0
DTC2_141057,0
DTC2_275511,0
DTC2_50952,0
DTC2_85857,0
DTC2_830105,0
DTC2_704871,0
DTC2_103048,0
DTC2_779103,6.14
DTC2_82179,0
DTC2_539058,0
DTC2_394431,0
DTC2_351381,0
DTC2_793690,0
DTC2_293304,0
DTC2_499375,0
DTC2_385122,0
DTC2_34333,0
DTC2_722777,0
DTC2_127520,1.33
