Cell ID,EPCAM
DTC1_681224,0
DTC1_365733,0
DTC1_242834,0
DTC1_219931,0
DTC1_831686,0
DTC1_526200,0
DTC1_277982,0
DTC1_873028,0
DTC1_217232,0
DTC1_400212,0
DTC1_719673,0
DTC1_227931,0
DTC1_785284,0
DTC1_513826,0
DTC1_644246,0
DTC1_656383,0
DTC1_367426,0
DTC1_865197,0
DTC1_214585,0
DTC1_143333,0
DTC1_217863,0
DTC1_420187,0
DTC1_96617,0
DTC1_281231,0
DTC1_779875,0
DTC1_592569,0
DTC1_30223,0
DTC1_540861,0
DTC1_396047,0
DTC1_440388,3.08
DTC1_145802,0
DTC1_132517,0
DTC1_666097,0
DTC1_187669,0
DTC1_777362,0
DTC1_716350,0
DTC1_534536,0
DTC1_161441,0
DTC1_603999,0
DTC1_416148,0
DTC1_713692,0
DTC1_537397,0
DTC1_246992,0
DTC1_323391,0
DTC1_424515,0
DTC1_388226,0
DTC1_878791,0
DTC1_479063,0
DTC1_528532,0
DTC1_738364,0
DTC1_162514,0
DTC1_648442,0
DTC1_374778,0
DTC1_684352,0
DTC1_84747,0
DTC1_523083,0
DTC1_49419,0
DTC1_305276,0
DTC1_569931,0
DTC1_77443,0
DTC1_512721,0
DTC1_156163,3.22
DTC1_749252,0
DTC1_668421,0
DTC1_842576,0
DTC1_653076,3.29
DTC1_394175,0
DTC1_804223,0
DTC1_647689,0
DTC1_768157,0
DTC1_506890,0
DTC1_220179,0
DTC1_111905,0
DTC1_320466,0
DTC1_239046,0
DTC1_309119,0
DTC1_741454,0
DTC1_415592,0
DTC1_666374,0
DTC1_315711,0
DTC1_91032,3.26
DTC1_83955,0
DTC1_670605,0
DTC1_803470,0
DTC1_12665,0
DTC1_95382,0
DTC1_136945,0
DTC1_122790,0
DTC1_407967,3.33
DTC1_725252,0
DTC1_202392,3.25
DTC1_190358,0
DTC1_210261,0
DTC1_794275,0
DTC1_686699,0
DTC1_721061,0
DTC1_420532,0
DTC1_82346,0
DTC1_620952,0
DTC1_684852,0
DTC1_240355,0
DTC1_550230,0
DTC1_533064,0
DTC1_632490,0
DTC1_734079,0
DTC1_40984,3.28
DTC1_851953,0
DTC1_753868,0
DTC1_760749,0
DTC1_329138,0
DTC1_62637,0
DTC1_754840,0
DTC1_373762,0
DTC1_290800,0
DTC1_344826,0
DTC1_232497,0
DTC1_641582,0
DTC1_636170,0
DTC1_562115,0
DTC1_586572,0
DTC1_631671,0
DTC1_634546,0
DTC1_318456,0
DTC1_538371,0
DTC1_73222,0
DTC1_582863,0
DTC1_814976,0
DTC1_742623,0
DTC1_593551,0
DTC1_786166,0
DTC1_763074,0
DTC1_866726,0
DTC1_538213,0
DTC1_374385,0
DTC1_24964,0
DTC1_778386,0
DTC1_84140,0
DTC1_666429,0
DTC1_540078,0
DTC1_388812,0
DTC1_518748,0
DTC1_395235,0
DTC1_663321,0
DTC1_327917,0
DTC1_594952,0
DTC1_703304,0
DTC1_504631,0
DTC1_303860,0
DTC1_303799,0
DTC1_642855,0
DTC1_610511,0
DTC1_731776,0
DTC1_499310,0
DTC1_27200,0
DTC1_742963,0
DTC1_542958,0
DTC1_247825,0
DTC1_305045,0
DTC1_376603,0
DTC1_229912,0
DTC1_216378,0
DTC1_595882,0
DTC1_491281,0
DTC1_162375,0
DTC1_360158,0
DTC1_373622,0
DTC1_798421,0
DTC1_866531,0
DTC1_636260,0
DTC1_799273,0
DTC1_568349,0
DTC1_155587,0
DTC1_798425,0
DTC1_472711,0
DTC1_418063,0
DTC1_56071,0
DTC1_272593,0
DTC1_778278,0
DTC1_444485,0
DTC1_667105,0
DTC1_310890,0
DTC1_142528,0
DTC1_695783,0
DTC1_485898,0
DTC1_281340,0
DTC1_277054,0
DTC1_137051,0
DTC1_278561,0
DTC1_286966,0
DTC1_235592,0
DTC1_447618,0
DTC1_204318,0
DTC1_355605,0
DTC1_333527,0
DTC1_607501,0
DTC1_814176,0
DTC1_466098,0
DTC1_603035,0
DTC1_495529,0
DTC1_125772,0
DTC1_16895,0
DTC1_85062,0
DTC1_5295,0
DTC1_373909,0
DTC1_416895,0
DTC1_348311,0
DTC1_307969,0
DTC1_555761,0
DTC1_331611,0
DTC1_123407,0
DTC1_301825,0
DTC1_296817,0
DTC1_519874,0
DTC1_357376,0
DTC1_815318,0
DTC1_856347,0
DTC1_346521,0
DTC1_742336,0
DTC1_482082,0
DTC1_566398,0
DTC1_563469,0
DTC1_520295,0
DTC1_319120,0
DTC1_168223,0
DTC1_712509,0
DTC1_323484,0
DTC1_485139,0
DTC1_553545,0
DTC1_59252,0
DTC1_310098,0
DTC1_596646,0
DTC1_604471,0
DTC1_247456,0
DTC1_822954,0
DTC1_789050,0
DTC1_732413,0
DTC1_827665,0
DTC1_107262,0
DTC1_158658,0
DTC1_719007,0
DTC1_635712,0
DTC1_820844,0
DTC1_28543,0
DTC1_493809,0
DTC1_153791,0
DTC1_674922,0
DTC1_192247,0
DTC1_29638,0
DTC1_524101,0
DTC1_81040,0
DTC1_541324,0
DTC1_515459,0
DTC1_23599,0
DTC1_91412,0
DTC1_575987,3.56
DTC1_317792,0
DTC1_73114,0
DTC1_654266,0
DTC1_35178,0
DTC1_751113,0
DTC1_34234,0
DTC1_484753,0
DTC1_538406,0
DTC1_552287,0
DTC1_545030,0
DTC1_530382,0
DTC1_851352,0
DTC1_366408,0
DTC1_409337,0
DTC1_22997,0
DTC1_847889,0
DTC1_486015,0
DTC1_874821,0
DTC1_643262,0
DTC1_873635,0
DTC1_295202,0
DTC1_32704,0
DTC1_484482,0
DTC1_57871,0
DTC1_645638,3.47
DTC1_87708,0
DTC1_480605,0
DTC1_240251,0
DTC1_139250,0
DTC1_779281,0
DTC1_884080,0
DTC1_691929,0
DTC1_91618,0
DTC1_52212,0
DTC1_879058,0
DTC1_263537,0
DTC1_723048,0
DTC1_202446,0
DTC1_67148,0
DTC1_72353,0
DTC1_416828,0
DTC1_107599,0
DTC1_633190,0
DTC1_828379,0
DTC1_238450,0
DTC1_570154,0
DTC1_37523,0
DTC1_767353,0
DTC1_751546,0
DTC1_398805,0
DTC1_830636,0
DTC1_771674,0
DTC1_584225,0
DTC1_506913,0
DTC1_358992,0
DTC1_491749,3.64
DTC1_540247,0
DTC1_238891,0
DTC1_232937,0
DTC1_77022,0
DTC1_285616,0
DTC1_495686,0
DTC1_666207,0
DTC1_122316,0
DTC1_468666,0
DTC1_256731,0
DTC1_376624,0
DTC1_594863,0
DTC1_224197,0
DTC1_48179,0
DTC1_632447,0
DTC1_391840,0
DTC1_857824,0
DTC1_533705,0
DTC1_428546,0
DTC1_697800,0
DTC1_582149,0
DTC1_321860,0
DTC1_313026,0
DTC1_475032,0
DTC1_443961,0
DTC1_600270,0
DTC1_755997,0
DTC1_454336,0
DTC1_68202,0
DTC1_308142,0
DTC1_397913,0
DTC1_680007,0
DTC1_830170,0
DTC1_875260,0
DTC1_596683,0
DTC1_874844,0
DTC1_10662,0
DTC1_114023,0
DTC1_746682,0
DTC1_874612,0
DTC1_597873,0
DTC1_21181,0
DTC1_296361,0
DTC1_605254,0
DTC1_758469,0
DTC1_482517,0
DTC1_612598,0
DTC1_227238,0
DTC1_696917,0
DTC1_231329,0
DTC1_757594,0
DTC1_268233,0
DTC1_153275,0
DTC1_400227,0
DTC1_708676,0
DTC1_266234,0
DTC1_453537,0
DTC1_65767,0
DTC1_505841,0
DTC1_444617,0
DTC1_832969,0
DTC1_263546,0
DTC1_623046,0
DTC1_509817,0
DTC1_56148,0
DTC1_821768,0
DTC1_265067,0
DTC1_677869,0
DTC1_308007,0
DTC1_841481,0
DTC1_311200,0
DTC1_607345,0
DTC1_139927,0
DTC1_586933,0
DTC1_456113,0
DTC1_562369,0
DTC1_306511,0
DTC1_195299,0
DTC1_684302,0
DTC1_705672,0
DTC1_601897,0
DTC1_145593,0
DTC1_829330,0
DTC1_65007,0
DTC1_100492,0
DTC1_12247,0
DTC1_511131,0
DTC1_582538,0
DTC1_285636,0
DTC1_140584,0
DTC1_166839,0
DTC1_833630,0
DTC1_589312,0
DTC1_313865,0
DTC1_737918,0
DTC1_502778,0
DTC1_498342,0
DTC1_598162,0
DTC1_326051,0
DTC1_712421,0
DTC1_667807,0
DTC1_170370,0
DTC1_21986,0
DTC1_400876,0
DTC1_726460,0
DTC1_7752,0
DTC1_632151,0
DTC1_671640,3.92
DTC1_64964,0
DTC1_55351,3.75
DTC1_669148,0
DTC1_357772,0
DTC1_186666,0
DTC1_363698,0
DTC1_722425,0
DTC1_27255,0
DTC1_352010,0
DTC1_265985,0
DTC1_132755,0
DTC1_46485,0
DTC1_660777,0
DTC1_742539,0
DTC1_443121,0
DTC1_468177,0
DTC1_193943,0
DTC1_565725,0
DTC1_843202,0
DTC1_1441,0
DTC1_503532,0
DTC1_186206,0
DTC1_101374,0
DTC1_401988,0
DTC1_780045,0
DTC1_796174,0
DTC1_547095,0
DTC1_721147,0
DTC1_743313,0
DTC1_388365,0
DTC1_761100,0
DTC1_159961,0
DTC1_530230,0
DTC1_136234,0
DTC1_14816,0
DTC1_123462,0
DTC1_392363,0
DTC1_45299,0
DTC1_100622,0
DTC1_761224,0
DTC1_196291,0
DTC1_392875,0
DTC1_383817,0
DTC1_7139,0
DTC1_364171,0
DTC1_804704,0
DTC1_238010,0
DTC1_157317,0
DTC1_343859,0
DTC1_41674,0
DTC1_804603,0
DTC1_396752,0
DTC1_150339,0
DTC1_760469,0
DTC1_874540,0
DTC1_637530,0
DTC1_614331,0
DTC1_376381,0
DTC1_380684,0
DTC1_425232,0
DTC1_390197,0
DTC1_340432,0
DTC1_552289,0
DTC1_594925,0
DTC1_601500,0
DTC1_528558,0
DTC1_178473,0
DTC1_206979,4.09
DTC1_54679,0
DTC1_6656,4.21
DTC1_31160,0
DTC1_641515,0
DTC1_474166,0
DTC1_265305,0
DTC1_447587,0
DTC1_746815,0
DTC1_598265,0
DTC1_453037,0
DTC1_668484,0
DTC1_153879,0
DTC1_164925,0
DTC1_348725,0
DTC1_232944,0
DTC1_68284,0
DTC1_501424,0
DTC1_516597,0
DTC1_268988,0
DTC1_536131,0
DTC1_122761,0
DTC1_641466,0
DTC1_66083,0
DTC1_62188,0
DTC1_711979,0
DTC1_451248,4.18
DTC1_229027,0
DTC1_828144,0
DTC1_736895,0
DTC1_725942,0
DTC1_88088,0
DTC1_223894,0
DTC1_384968,0
DTC1_568777,0
DTC1_334998,0
DTC1_369126,0
DTC1_181314,0
DTC1_203966,4.35
DTC1_620644,0
DTC1_85948,0
DTC1_854979,0
DTC1_60800,0
DTC1_432341,0
DTC1_875095,0
DTC1_799854,0
DTC1_548932,0
DTC1_189085,0
DTC1_601415,0
DTC1_672047,0
DTC1_845744,0
DTC1_571811,4.26
DTC1_679284,0
DTC1_496688,0
DTC1_820353,0
DTC1_127527,0
DTC1_420476,0
DTC1_832729,0
DTC1_433070,0
DTC1_55503,0
DTC1_541594,0
DTC1_403127,0
DTC1_760302,0
DTC1_472816,0
DTC1_353601,0
DTC1_257650,8.92
DTC1_455831,0
DTC1_762481,0
DTC1_818997,0
DTC1_335535,0
DTC1_360646,0
DTC1_46975,0
DTC1_464062,0
DTC1_454460,0
DTC1_445684,0
DTC1_174580,0
DTC1_21169,0
DTC1_818509,0
DTC1_126620,0
DTC1_257148,0
DTC1_548256,0
DTC1_644397,0
DTC1_139727,0
DTC1_431141,0
DTC1_271123,0
DTC1_620790,0
DTC1_421134,0
DTC1_872977,0
DTC1_609872,0
DTC1_838028,0
DTC1_246198,0
DTC1_603233,0
DTC1_510524,0
DTC1_552659,0
DTC1_65305,0
DTC1_109996,0
DTC1_416727,0
DTC1_54044,0
DTC1_41553,0
DTC1_719640,0
DTC1_659930,0
DTC1_305109,0
DTC1_419665,0
DTC1_268933,0
DTC1_315952,0
DTC1_677930,0
DTC1_723540,0
DTC1_264532,0
DTC1_234372,0
DTC1_231420,0
DTC1_101769,0
DTC1_414164,0
DTC1_623703,0
DTC1_647663,0
DTC1_497461,0
DTC1_225057,0
DTC1_327617,0
DTC1_672513,0
DTC1_719611,0
DTC1_693853,0
DTC1_696242,0
DTC1_109678,0
DTC1_293699,0
DTC1_753664,0
DTC1_265766,0
DTC1_43295,0
DTC1_463337,0
DTC1_490537,0
DTC1_294613,4.51
DTC1_634307,0
DTC1_586440,0
DTC1_737215,0
DTC1_404242,0
DTC1_80820,0
DTC1_113298,0
DTC1_133585,0
DTC1_70223,0
DTC1_606355,0
DTC1_481813,0
DTC1_96020,0
DTC1_142207,0
DTC1_141059,0
DTC1_582832,0
DTC1_770250,0
DTC1_269979,0
DTC1_96942,0
DTC1_246464,0
DTC1_162523,0
DTC1_706390,0
DTC1_364006,0
DTC1_219544,0
DTC1_743536,0
DTC1_96977,0
DTC1_538734,0
DTC1_826086,0
DTC1_416597,0
DTC1_335106,0
DTC1_38391,0
DTC1_410335,0
DTC1_227513,0
DTC1_236660,0
DTC1_460431,0
DTC1_767741,0
DTC1_243218,0
DTC1_285643,5.08
DTC1_684317,0
DTC1_212323,0
DTC1_179429,0
DTC1_341034,0
DTC1_454831,0
DTC1_11005,0
DTC1_794347,0
DTC1_558330,0
DTC1_195676,0
DTC1_67189,0
DTC1_215820,0
DTC1_1877,0
DTC1_289175,0
DTC1_305961,0
DTC1_726439,0
DTC1_269018,0
DTC1_276734,0
DTC1_471841,0
DTC1_676975,0
DTC1_533082,0
DTC1_148977,0
DTC1_724418,0
DTC1_432663,0
DTC1_360694,0
DTC1_527097,0
DTC1_423700,0
DTC1_824863,0
DTC1_344017,10.39
DTC1_877601,0
DTC1_367897,0
DTC1_592885,0
DTC1_12474,0
DTC1_232472,0
DTC1_507304,0
DTC1_296211,0
DTC1_351694,0
DTC1_571744,0
DTC1_165608,0
DTC1_403619,0
DTC1_681191,0
DTC1_158120,0
DTC1_804987,0
DTC1_335119,0
DTC1_192827,0
DTC1_124711,0
DTC1_182851,0
DTC1_742381,0
DTC1_831171,0
DTC1_616811,0
DTC1_57924,0
DTC1_750200,0
DTC1_882668,0
DTC1_615200,0
DTC1_325077,0
DTC1_261536,0
DTC1_633620,0
DTC1_366224,0
DTC1_503031,0
DTC1_707970,0
DTC1_139154,0
DTC1_315084,0
DTC1_362642,0
DTC1_313423,0
DTC1_286075,4.83
DTC1_553922,0
DTC1_591751,0
DTC1_449001,0
DTC1_300290,0
DTC1_847178,0
DTC1_718709,0
DTC1_484399,0
DTC1_448851,0
DTC1_738536,0
DTC1_699511,0
DTC1_99514,0
DTC1_271699,0
DTC1_473428,0
DTC1_529410,5.43
DTC1_524653,0
DTC1_505516,0
DTC1_303916,10.33
DTC1_311849,0
DTC1_753065,0
DTC1_658070,0
DTC1_277754,0
DTC1_528620,0
DTC1_443865,0
DTC1_462944,0
DTC1_89537,0
DTC1_795180,0
DTC1_264373,0
DTC1_619358,0
DTC1_863744,0
DTC1_712374,0
DTC1_586382,0
DTC1_180167,0
DTC1_400887,0
DTC1_256107,0
DTC1_497317,0
DTC1_333017,0
DTC1_133557,0
DTC1_107055,0
DTC1_522571,0
DTC1_685582,0
DTC1_635118,0
DTC1_495247,0
DTC1_299481,0
DTC1_600584,0
DTC1_834718,0
DTC1_845066,0
DTC1_24342,0
DTC1_366982,0
DTC1_244455,0
DTC1_736232,0
DTC1_167126,0
DTC1_735384,0
DTC1_698460,0
DTC1_610601,0
DTC1_467318,0
DTC1_141095,0
DTC1_242741,0
DTC1_56232,0
DTC1_690317,0
DTC1_221424,0
DTC1_46189,0
DTC1_145488,5.22
DTC1_539146,0
DTC1_609677,0
DTC1_42115,0
DTC1_166062,0
DTC1_534765,0
DTC1_655982,0
DTC1_436666,0
DTC1_353582,0
DTC1_255729,0
DTC1_446063,0
DTC1_320731,0
DTC1_137863,0
DTC1_412253,0
DTC1_278358,0
DTC1_406223,0
DTC1_113649,0
DTC1_166264,0
DTC1_814024,0
DTC1_537828,0
DTC1_33753,11.73
DTC1_852178,0
DTC1_308700,0
DTC1_826358,0
DTC1_326330,0
DTC1_797916,0
DTC1_525371,0
DTC1_878055,0
DTC1_584133,0
DTC1_791831,0
DTC1_623597,0
DTC1_141956,0
DTC1_534576,0
DTC1_418803,0
DTC1_34772,0
DTC1_880476,0
DTC1_574779,0
DTC1_883046,0
DTC1_174631,0
DTC1_189622,0
DTC1_205140,0
DTC1_735104,0
DTC1_741016,0
DTC1_124544,0
DTC1_130298,0
DTC1_220731,0
DTC1_32892,0
DTC1_123433,0
DTC1_493357,0
DTC1_122836,0
DTC1_238078,0
DTC1_442009,0
DTC1_658076,0
DTC1_106371,0
DTC1_401109,0
DTC1_715299,0
DTC1_557272,0
DTC1_377166,0
DTC1_607371,0
DTC1_133678,0
DTC1_627633,0
DTC1_648512,0
DTC1_631163,0
DTC1_112303,0
DTC1_360159,0
DTC1_638456,0
DTC1_227893,0
DTC1_788822,0
DTC1_454801,0
DTC1_883183,0
DTC1_470847,0
DTC1_835005,0
DTC1_843130,0
DTC1_488015,0
DTC1_216265,5.86
DTC1_34846,0
DTC1_317472,0
DTC1_775636,0
DTC1_151437,0
DTC1_425036,0
DTC1_197838,0
DTC1_225228,0
DTC1_745198,0
DTC1_469932,0
DTC1_281377,0
DTC1_604233,0
DTC1_682112,0
DTC1_862348,0
DTC1_405887,0
DTC1_334017,0
DTC1_368534,0
DTC1_11886,0
DTC1_462280,0
DTC1_146463,0
DTC1_670656,0
DTC1_313688,0
DTC1_668310,0
DTC1_161116,0
DTC1_569199,0
DTC1_859083,0
DTC1_308254,0
DTC1_29904,0
DTC1_309719,0
DTC1_221988,0
DTC1_26464,0
DTC1_778061,0
DTC1_464362,0
DTC1_266138,0
DTC1_272067,0
DTC1_549278,0
DTC1_523712,0
DTC1_764830,6.42
DTC1_110509,0
DTC1_345477,0
DTC1_181720,0
DTC1_576925,0
DTC1_713415,6.42
DTC1_566271,0
DTC1_406552,0
DTC1_50143,0
DTC1_112845,0
DTC1_455524,0
DTC1_253798,0
DTC1_819703,0
DTC1_46394,0
DTC1_658342,0
DTC1_117656,0
DTC1_645256,0
DTC1_590244,0
DTC1_588042,0
DTC1_479469,0
DTC1_818434,0
DTC1_760107,0
DTC1_504484,0
DTC1_116652,0
DTC1_379329,0
DTC1_681761,0
DTC1_414568,0
DTC1_699101,6.29
DTC1_51946,0
DTC1_182847,0
DTC1_40973,0
DTC1_167206,0
DTC1_594058,0
DTC1_765716,0
DTC1_371463,0
DTC1_67954,0
DTC1_51287,0
DTC1_752253,7.02
DTC1_287926,0
DTC1_290660,0
DTC1_394086,0
DTC1_3446,0
DTC1_101949,0
DTC1_326264,0
DTC1_21787,0
DTC1_472418,0
DTC1_132659,0
DTC1_202045,0
DTC1_118852,0
DTC1_416262,0
DTC1_593516,0
DTC1_616934,0
DTC1_497384,0
DTC1_679447,0
DTC1_111254,0
DTC1_119665,0
DTC1_431171,0
DTC1_42549,0
DTC1_381478,0
DTC1_20446,0
DTC1_776304,0
DTC1_282479,0
DTC1_661299,0
DTC1_760333,0
DTC1_471089,0
DTC1_812476,0
DTC1_691972,0
DTC1_390549,0
DTC1_703232,0
DTC1_83767,0
DTC1_382891,0
DTC1_161299,0
DTC1_854320,0
DTC1_540636,0
DTC1_77685,0
DTC1_240771,0
DTC1_228974,0
DTC1_477654,0
DTC1_261001,0
DTC1_36902,0
DTC1_7385,0
DTC1_432128,0
DTC1_554596,0
DTC1_400354,0
DTC1_346484,0
DTC1_410613,0
DTC1_352996,0
DTC1_820023,0
DTC1_857858,0
DTC1_754506,0
DTC1_563562,0
DTC1_592804,0
DTC1_800924,0
DTC1_217225,0
DTC1_220550,0
DTC1_183998,0
DTC1_468964,0
DTC1_551287,0
DTC1_645694,0
DTC1_61505,0
DTC1_62528,0
DTC1_225386,0
DTC1_558897,0
DTC1_68043,0
DTC1_698466,0
DTC1_862885,0
DTC1_465010,0
DTC1_475873,0
DTC1_34547,0
DTC1_177010,0
DTC1_709153,0
DTC1_358123,0
DTC1_856596,0
DTC1_464457,0
DTC1_511489,0
DTC1_211485,0
DTC1_844037,0
DTC1_655379,0
DTC1_257459,21.53
DTC1_665225,0
DTC1_496141,0
DTC1_239868,0
DTC1_873746,0
DTC1_393973,0
DTC1_712861,0
DTC1_267634,0
DTC1_839171,0
DTC1_81591,0
DTC1_258728,0
DTC1_788302,0
DTC1_343439,0
DTC1_852573,0
DTC1_538494,0
DTC1_116944,0
DTC1_30741,0
DTC1_637841,0
DTC1_791727,0
DTC1_541228,0
DTC1_136882,0
DTC1_699839,0
DTC1_436770,0
DTC1_318070,0
DTC1_233619,0
DTC1_259849,0
DTC1_238522,0
DTC1_349655,0
DTC1_170656,0
DTC1_358393,0
DTC1_283774,0
DTC1_74422,0
DTC1_405271,0
DTC1_540460,0
DTC1_373160,0
DTC1_120791,0
DTC1_616008,0
DTC1_169738,0
DTC1_444092,0
DTC1_124289,0
DTC1_681131,0
DTC1_665400,0
DTC1_17162,0
DTC1_198354,0
DTC1_6422,0
DTC1_469399,0
DTC1_295356,0
DTC1_742594,0
DTC1_185071,0
DTC1_37654,0
DTC1_333862,0
DTC1_492938,0
DTC1_450613,0
DTC1_843559,0
DTC1_282774,0
DTC1_679018,0
DTC1_180844,0
DTC1_457674,0
DTC1_534260,0
DTC1_434376,0
DTC1_97476,0
DTC1_183134,0
DTC1_714373,0
DTC1_567193,0
DTC1_71617,0
DTC1_203490,0
DTC1_594490,0
DTC1_40876,0
DTC1_729747,0
DTC1_225350,0
DTC1_680223,0
DTC1_494402,0
DTC1_393877,0
DTC1_777393,0
DTC1_658504,0
DTC1_136497,0
DTC1_694940,0
DTC1_234728,0
DTC1_212562,0
DTC1_243900,0
DTC1_483935,0
DTC1_407349,0
DTC1_28704,0
DTC1_610775,0
DTC1_39757,0
DTC1_102036,0
DTC1_498796,0
DTC1_703094,0
DTC1_609957,0
DTC1_106789,0
DTC1_393681,0
DTC1_542821,0
DTC1_36968,0
DTC1_313523,0
DTC1_765887,0
DTC1_167059,0
DTC1_41392,0
DTC1_73152,0
DTC1_154371,0
DTC1_459497,0
DTC1_146965,0
DTC1_185191,0
DTC1_655092,0
DTC1_647800,0
DTC1_490620,0
DTC1_817411,0
DTC1_862365,0
DTC1_54575,0
DTC1_100718,0
DTC1_659007,0
DTC1_156777,0
DTC1_230365,0
DTC1_346851,0
DTC1_465663,0
DTC1_129411,0
DTC1_47281,0
DTC1_627461,0
DTC1_162073,0
DTC1_141359,0
DTC1_420711,0
DTC1_876317,0
DTC1_379835,0
DTC1_520255,0
DTC1_625064,0
DTC1_267126,0
DTC1_112198,0
DTC1_52339,0
DTC1_475815,0
DTC1_188304,0
DTC1_732433,0
DTC1_489621,0
DTC1_400451,0
DTC1_423041,0
DTC1_690871,0
DTC1_304616,0
DTC1_532791,0
DTC1_574372,0
DTC1_600344,0
DTC1_219547,0
DTC1_269862,0
DTC1_102297,0
DTC1_608159,0
DTC1_491377,0
DTC1_49171,0
DTC1_383645,0
DTC1_298363,0
DTC1_585643,8.02
DTC1_419161,0
DTC1_580764,0
DTC1_468080,7.85
DTC1_300574,0
DTC1_115806,0
DTC1_738353,8.47
DTC1_456880,0
DTC1_39457,0
DTC1_36518,0
DTC1_778233,0
DTC1_56887,0
DTC1_72066,0
DTC1_618717,0
DTC1_789164,0
DTC1_93980,0
DTC1_170418,8.48
DTC1_14531,0
DTC1_710192,0
DTC1_318913,0
DTC1_224821,0
DTC1_330825,0
DTC1_395998,0
DTC1_107225,0
DTC1_711136,0
DTC1_58158,0
DTC1_164413,0
DTC1_579865,0
DTC1_255267,0
DTC1_135170,0
DTC1_36861,0
DTC1_187097,0
DTC1_95088,0
DTC1_191043,0
DTC1_526684,0
DTC1_384874,0
DTC1_224943,0
DTC1_332436,0
DTC1_488106,0
DTC1_298765,0
DTC1_129263,0
DTC1_776219,0
DTC1_660261,0
DTC1_360922,0
DTC1_379048,0
DTC1_135836,0
DTC1_179394,0
DTC1_752603,0
DTC1_497035,0
DTC1_558371,0
DTC1_878067,0
DTC1_690662,0
DTC1_772159,0
DTC1_509911,0
DTC1_883245,0
DTC1_246087,0
DTC1_195656,0
DTC1_413277,0
DTC1_721648,0
DTC1_859550,0
DTC1_716455,0
DTC1_584724,0
DTC1_315930,0
DTC1_724164,0
DTC1_406848,0
DTC1_608999,0
DTC1_148218,0
DTC1_406579,0
DTC1_266811,0
DTC1_576485,0
DTC1_806643,0
DTC1_834387,0
DTC1_683578,0
DTC1_905,0
DTC1_729933,0
DTC1_312942,0
DTC1_596476,0
DTC1_219829,0
DTC1_80453,0
DTC1_383361,0
DTC1_320340,0
DTC1_575371,0
DTC1_349403,0
DTC1_679175,0
DTC1_307940,0
DTC1_167486,0
DTC1_628264,0
DTC1_341241,0
DTC1_44967,0
DTC1_772994,0
DTC1_375330,0
DTC1_781829,0
DTC1_25103,0
DTC1_274833,0
DTC1_288435,8.96
DTC1_883485,0
DTC1_780432,0
DTC1_570590,0
DTC1_271270,0
DTC1_41509,0
DTC1_149787,0
DTC1_815895,0
DTC1_536858,0
DTC1_545198,0
DTC1_807629,0
DTC1_372600,0
DTC1_196399,8.88
DTC1_106517,0
DTC1_91515,0
DTC1_123076,0
DTC1_78868,0
DTC1_844329,0
DTC1_115012,0
DTC1_618759,0
DTC1_707055,0
DTC1_528785,0
DTC1_182275,0
DTC1_305738,0
DTC1_537688,0
DTC1_167428,0
DTC1_722207,0
DTC1_230868,0
DTC1_280149,0
DTC1_108080,0
DTC1_388255,0
DTC1_719791,0
DTC1_860147,0
DTC1_752384,0
DTC1_49122,0
DTC1_94849,0
DTC1_277127,0
DTC1_178401,0
DTC1_288846,0
DTC1_204439,0
DTC1_171538,0
DTC1_584301,0
DTC1_714690,0
DTC1_779658,0
DTC1_470558,0
DTC1_151076,0
DTC1_622245,0
DTC1_546150,0
DTC1_531368,0
DTC1_109745,0
DTC1_110019,0
DTC1_851083,0
DTC1_726688,8.92
DTC1_153104,0
DTC1_841019,0
DTC1_634478,0
DTC1_623368,0
DTC1_445735,0
DTC1_517744,0
DTC1_7847,0
DTC1_846517,0
DTC1_442555,0
DTC1_674832,0
DTC1_328990,0
DTC1_223320,0
DTC1_426997,19.07
DTC1_189411,0
DTC1_809525,0
DTC1_282324,0
DTC1_305002,0
DTC1_567406,0
DTC1_527323,0
DTC1_736311,0
DTC1_383590,0
DTC1_803872,0
DTC1_871379,0
DTC1_12026,0
DTC1_222830,0
DTC1_801321,0
DTC1_532615,0
DTC1_604184,0
DTC1_102290,0
DTC1_63891,0
DTC1_18973,0
DTC1_144129,0
DTC1_495539,0
DTC1_351731,0
DTC1_726722,0
DTC1_693854,0
DTC1_610295,0
DTC1_477117,0
DTC1_437713,0
DTC1_316972,0
DTC1_719056,0
DTC1_688187,0
DTC1_60977,0
DTC1_748853,0
DTC1_37241,0
DTC1_802301,0
DTC1_308264,0
DTC1_167628,0
DTC1_40287,0
DTC1_468980,0
DTC1_690864,0
DTC1_803105,0
DTC1_36453,0
DTC1_291856,0
DTC1_611340,0
DTC1_476042,0
DTC1_363676,0
DTC1_143361,0
DTC1_740359,0
DTC1_593181,0
DTC1_526384,0
DTC1_619134,0
DTC1_229488,0
DTC1_875181,0
DTC1_457918,0
DTC1_289672,0
DTC1_263699,0
DTC1_633072,0
DTC1_228155,0
DTC1_725696,0
DTC1_57232,0
DTC1_328451,0
DTC1_24682,0
DTC1_9684,0
DTC1_761026,0
DTC1_510490,0
DTC1_454202,0
DTC1_425157,0
DTC1_656787,0
DTC1_416827,0
DTC1_407769,0
DTC1_853259,0
DTC1_777829,0
DTC1_537280,0
DTC1_70133,0
DTC1_643901,0
DTC1_551459,0
DTC1_736990,0
DTC1_332978,0
DTC1_178674,0
DTC1_240749,0
DTC1_185333,0
